prompt_uuid,prompt,accuracy,accuracy_sd,n_subjects,space_rt_mean,space_rt_sd,choice_rt_mean,choice_rt_sd,a,b,Category,critical_trial
cb7a432a-c5db-586f-98f9-422792efd822,The clock is on the table. Ali bumps the lamp. The clock BLANK.,0.7142857142857143,0.4629100498862757,21,5779.40000003421,6889.567508047532,2460.823809536573,1951.1337929107797,doesn't break,breaks,bumps_breaks,True
cbe70172-4bc2-5518-ae97-53e795d58f6a,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,0.34782608695652173,0.6472807211834833,23,2895.8142857219405,2568.5438758685705,4667.366666660511,4848.033880263521,North of,South of,north_turns_around,True
cc2cb203-9a96-586b-9727-0a8212155c43,The empty tub is on the table. Ali fills the sink. The tub is BLANK.,0.68,0.6271629240742259,25,4763.39565217665,3084.9760704287182,3509.5826086988673,3419.506352702383,dry,wet,empty_fills,True
cc6308c4-fe93-592d-bd7c-c3c3495dfb04,The mirror is on the table. Ali bumps the lamp. The mirror BLANK.,0.48148148148148145,0.7529618628798984,27,6310.121739147677,11622.441668202466,9702.717391303093,26327.008416843244,doesn't break,breaks,bumps_breaks,True
ce777ad4-6e7f-5a27-bd97-42231b86b999,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,0.5,0.5897678246195884,24,3372.0782608660143,4689.0291114615975,4353.934782614365,4714.78535739057,dry,wet,empty_dry,True
d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,0.68,0.6271629240742259,25,2610.817391324606,1772.1874189362552,3288.3826086955833,2755.3873865092964,dry,wet,empty_dry,True
d363d97e-3c05-5ea9-b0af-4bfba2258626,The water is on the table. Ali turns on the stove. The water gets BLANK.,0.23076923076923078,0.5870395085642742,26,3312.3833333242233,2928.75436330094,4451.770833322701,7162.97028367695,colder,warmer,table_stove,True
d67a4a6d-bc61-537a-8b65-178cf81511b2,The city is North of Ali. Ali turns around. The city is BLANK Ali.,0.06451612903225806,0.6799746990865538,31,3974.6159999975002,3097.59809633097,3531.2479999975303,3273.4230824646293,North of,South of,north_turns_around,True
dfb0bf34-70f6-5390-b055-469ef8e6506c,The empty wineglass is on the table. Ali knocks the wineglass over. The table is BLANK.,0.32142857142857145,0.6696362433535825,28,6031.227999995757,7394.0633969743385,21327.559999998215,87559.3440630636,dry,wet,empty_dry,True
e5ae0bb2-4f9a-5c05-8a70-d24d352debe0,The ornament is on the floor. Ali bumps the table. The ornament BLANK.,0.25,0.6756639246921762,24,2946.5142857247874,2497.607933273124,2906.8571428628193,2217.0714437083184,doesn't break,breaks,push_no_break,True
e6aecef6-eb29-5c41-a462-92c423095047,The empty cup is on the table. Ali knocks the cup over. The table is BLANK.,0.4375,0.7156093726283554,32,3788.2607142828015,2486.3129141221957,3445.0321428587526,4427.699736808643,dry,wet,empty_dry,True
e9a925cf-de07-55f7-8ab3-9f28791b3728,The cup is on the table. Ali bumps the lamp. The cup BLANK.,0.6538461538461539,0.6287961636211018,26,3037.2250000085915,2825.728403423885,6103.608333326139,9364.555066422292,doesn't break,breaks,bumps_breaks,True
ee9b763e-9f9e-59f8-9bc5-1c6e2075abae,The empty pitcher is on the table. Ali fills the sink. The pitcher is BLANK.,0.6071428571428571,0.6288900106557946,28,4669.992307688983,4421.445005236614,3831.2538461456224,2651.7612123653134,dry,wet,empty_fills,True
f1c8f5cb-5ef5-5bd2-b1ae-37722af5ab13,The empty bottle is on the table. Ali knocks the bottle over. The table is BLANK.,0.4,0.7071067811865475,25,8552.381818161388,14708.963394890983,9613.868181821466,20898.639824238842,dry,wet,empty_dry,True
f20343fe-adbf-5f1f-984e-58ee5b7c2b91,The empty bottle is on the table. Ali fills the sink. The bottle is BLANK.,0.56,0.7118052168020874,25,11592.227272732502,25338.807610012445,4299.413636376298,4288.888805058579,dry,wet,empty_fills,True
f4d79629-266b-5267-8ea1-847001b48e5a,The tea is on the table. Ali turns on the stove. The tea gets BLANK.,0.34375,0.7006621292426463,32,3925.753571431909,2726.3645174140415,3802.3214285700483,3729.646268535503,colder,warmer,table_stove,True
f8a90dad-f837-555e-beb1-3a5da5eb35ef,The tree is North of Ali. Ali turns around. The tree is BLANK Ali.,0.3076923076923077,0.6176879969195302,26,4839.395833325533,4693.7212396113655,6000.612500012467,7068.954975119634,North of,South of,north_turns_around,True
ff215e3b-d72f-5802-b7c5-e74b4bbbdb7c,The rice is on the table. Ali turns on the stove. The rice gets BLANK.,0.2222222222222222,0.6979824404521128,27,3774.1130434727174,3785.7557061461334,4520.013043477342,5842.763788064302,colder,warmer,table_stove,True
